,abstract,link,reference,title,year
178,Mobile Ad hoc Networks (MANETs) having strikingly superior features also come with notable disadvantage and troubles and the most exigent amongst all being security related issues. Such an ringent network dexterously pave approach for the malicious nodes. Hence …,https://ieeexplore.ieee.org/abstract/document/6296110/,",  - … on Trust, Security and Privacy in …, 2012 - ieeexplore.ieee.org",Locating the attacker of wormhole attack by using the ,2012
179,"The number of devices connected to computer networks is increasing daily, and so is the number of network-based attacks. A is a system trap that is set to act against unauthorised use of information systems. The objective of this study was to survey the …",https://ieeexplore.ieee.org/abstract/document/7412090/,"RM Campbell, … - 2015 10th international …, 2015 - ieeexplore.ieee.org",A survey of honeypot research: Trends and opportunities,2015
181,This research presents an intrusion detection system t (IDS) with over distributed networks. The main objective is compare measuring the effectiveness of attacks between IDS and IDS with by unicast IP address attack and multicast IP address attack …,https://ieeexplore.ieee.org/abstract/document/6342030/,"A Pomsathit - 2012 spring congress on engineering and …, 2012 - ieeexplore.ieee.org",Effective of unicast and multicast IP address attack over intrusion detection system with ,2012
182,"Detailed introduction of the related knowledge of and intrusion detection technology. From the adaptability, effectiveness and scalability to a detailed analysis of the current intrusion detection system in the existing problems and the technology is …",https://ieeexplore.ieee.org/abstract/document/6976452/,"X Suo, X Han, Y Gao - 2014 IEEE workshop on advanced …, 2014 - ieeexplore.ieee.org",Research on the application of honeypot technology in intrusion detection system,2014
183,"Wireless sensor networks have become a technology for the new millennium with the endless possibilities for applications ranging from academic to military. These tiny sensors are deployed in open environments, where security for data or hardware cannot be …",https://ieeexplore.ieee.org/abstract/document/5326356/,", LA Osadciw - 2009 6th Annual International …, 2009 - ieeexplore.ieee.org",An intrusion detection framework for sensor networks using honeypot and Swarm Intelligence,2009
185,"The main objective of this research is to integrate and IDS, which can generate and activate snort rule automatically based on the data sending by server. The new technic is present in this paper, will collect the data, send the data to IDS, and …",https://ieeexplore.ieee.org/abstract/document/7409013/," - 2015 7th International Conference on Information …, 2015 - ieeexplore.ieee.org",Automatic SNORT IDS rule generation based on honeypot log,2015
193,"Recently, the increase of interconnectivity has led to a rising amount of IoT enabled devices in botnets. Such botnets are currently used for large scale DDoS attacks. To keep track with these malicious activities, Honeypots have proven to be a vital tool. We developed and set …",https://ieeexplore.ieee.org/abstract/document/7943186/,", M Zimmermann, … - … on Cloud Computing …, 2017 - ieeexplore.ieee.org",Distributed and highly-scalable wan network attack sensing and sophisticated analysing framework based on honeypot technology,2017
194,"In this paper we present empirical results and speculative analysis based on observations collected over a two month period from studies with two high interaction honeynets, deployed in a corporate and an SME (small to medium enterprise) environment, and a …",https://ieeexplore.ieee.org/abstract/document/4700327/,", , A Povyakalo… - … on Software Reliability …, 2008 - ieeexplore.ieee.org",Comparison of empirical data from two honeynets and a distributed honeypot network,2008
196,Criminal activity in the Internet is becoming more sophisticated. Traditional information security techniques hardly cope with recent trends. Honeypots proved to be a valuable source of threat intelligence. In this work several Honeypots are combined into a Honeynet …,https://ieeexplore.ieee.org/abstract/document/8215724/,", M Zimmermann, A Hafner… - … Conference on Data …, 2017 - ieeexplore.ieee.org",Data mining in long-term honeypot data,2017
197,"DDOS attacks generate flooding traffic from multiple sources towards selected nodes and cause obstruction in flow of legitimate information within a network. If the victim node is the server at ISP level requiring fast information processing, the entire network operation stops …",https://ieeexplore.ieee.org/abstract/document/4554140/,"A Sardana, RC Joshi - 2008 International Symposiums on …, 2008 - ieeexplore.ieee.org",based routing to mitigate ddos attacks on servers at isp level,2008
199,"A is a type of security facility deliberately created to be probed, attacked, and compromised. It is often used for protecting production systems by detecting and deflecting unauthorized accesses. It is also useful for investigating the behavior of attackers, and in …",https://ieeexplore.ieee.org/abstract/document/8098608/,"W Fan, , ,  - IEEE Systems Journal, 2017 - ieeexplore.ieee.org",Enabling an anatomic view to investigate honeypot systems: A survey,2017
204,Malware is a serious threat for modern information technology. It is therefore vital to be able to detect and analyze such malicious software in order to develop contermeasures. Honeypots are a tool supporting that task-they collect malware samples for analysis …,https://ieeexplore.ieee.org/abstract/document/6378948/,", J Gassen - … Conference on Risks and Security of …, 2012 - ieeexplore.ieee.org",A honeypot for arbitrary malware on USB storage devices,2012
205,"The vastness of IPv6 address space and rapid spread of its deployment attract us to usage of IPv6 network. Various types of devices, including embedded systems, are ready to use IPv6 addresses and some of them have already been connected directly to the Internet …",https://ieeexplore.ieee.org/abstract/document/6542540/,"K Kishimoto, K Ohira, Y Yamaguchi… - … on Cyber Security, 2012 - ieeexplore.ieee.org",An adaptive honeypot system to capture ipv6 address scans,2012
206,"In this paper we propose a new architecture, which is composed of distributed cooperative agents to reduce the false alarm ratio of the intrusion detection systems (IDS) in a twofold contribution. The first contribution lies in reducing the false alarm rate of the attack detection …",https://ieeexplore.ieee.org/abstract/document/5136631/,"B Khosravifar, M Gomrokchi… - … Conference on Advanced …, 2009 - ieeexplore.ieee.org",A Multi-Agent-based Approach to Improve Intrusion Detection Systems False Alarm Ratio by Using ,2009
209,Advanced Technology in the area of intrusion detection is the technology that unlike common IDS s tends to provide the attacker with all the necessary resources needed for a successful attack. provide a platform for studying the methods and tools used …,https://ieeexplore.ieee.org/abstract/document/7033844/,"K Chawda,  - International conference on information …, 2014 - ieeexplore.ieee.org",Dynamic & hybrid honeypot model for scalable network monitoring,2014
210,"This paper describes a case study of Honey pot deployment in an organizational network. As per Wikipedia “honey pot is a trap that is set to detect, deflect, or in some manner counteract attempts at unauthorized use of information systems”. These traps could be any …",https://ieeexplore.ieee.org/abstract/document/5958501/,"S Chamotra, JS Bhatia, R Kamal… - … on Emerging Trends in …, 2011 - ieeexplore.ieee.org",Deployment of a low interaction honeypot in an organizational private network,2011
212,This paper enlarges previous works of the authors related to the security of a high-interaction . The challenge is to have a Security Property Language (SPL) for defining the required properties for controlling the activities between processes and …,https://ieeexplore.ieee.org/abstract/document/5194832/,", … - … Conference on High …, 2009 - ieeexplore.ieee.org",A new approach to enforce the security properties of a clustered high-interaction ,2009
214,"It is an important factor for the decoy system to accurately analyze on intrusion information and precisely locate them. As there are some conflict and cooperation relationship among the collected data by system, it needs to fuse the honey …",https://ieeexplore.ieee.org/abstract/document/5489486/,"W Li-feng, W Xiao-bin - 2010 Second International Conference …, 2010 - ieeexplore.ieee.org",Research on honeypot information fusion based on game theory,2010
216,"This paper describes the concept and implementation of the"" E-mail system""(EHS) which is designed to automatically receive, categorize, analyze and archive unsolicited mails (spam). An evaluation of the various system components and the overall system in a …",https://ieeexplore.ieee.org/abstract/document/4456010/,"EP Rathgeb, D Hoffstadt - Second International Conference on …, 2008 - ieeexplore.ieee.org","The e-mail honeypot system concept, implementation and field test results",2008
217,"DDOS attacks generate flooding traffic from multiple sources towards selected nodes and cause obstruction in flow of legitimate information within a network. If the victim node is a server in DMZ requiring fast information processing, the entire network operation stops. We …",https://ieeexplore.ieee.org/abstract/document/4772623/,"A Sardana, RC Joshi - 2008 16th IEEE International …, 2008 - ieeexplore.ieee.org",Autonomous dynamic honeypot routing mechanism for mitigating DDoS attacks in DMZ,2008
221,"Honeypots, ie networked computer systems specially designed and crafted to mimic the normal operations of other systems while capturing and storing information about the interactions with the world outside, are a crucial technology into the study of cyber threats …",https://ieeexplore.ieee.org/abstract/document/7527817/,", S Castanò, F Curcio… - 2016 IEEE …, 2016 - ieeexplore.ieee.org",-powered malware reverse engineering,2016
225,"The emerge of sophisticated attackers and malware that target Industrial Control System (ICS) suggests that novel security mechanisms are required. Honeypots, can act as an additional line of defense, by providing early warnings for such attacks. We present a mobile …",https://ieeexplore.ieee.org/abstract/document/7346907/,", S Srinivasa… - 2015 IEEE Conference …, 2015 - ieeexplore.ieee.org",Did you really hack a nuclear power plant? An industrial control mobile ,2015
229,Web services are increasingly becoming an integral part of next-generation web applications. A Web service is defined as a software system designed to support interoperable machine-to-machine interaction over a network based on a set of XML …,https://ieeexplore.ieee.org/abstract/document/6064371/,", … - SoftCOM 2011, 19th …, 2011 - ieeexplore.ieee.org",Design and implementation of web service ,2011
231,"Historically, robotics systems have not been built with an emphasis on security. Their main purpose has been to complete a specific objective, such as to deliver the correct dosage of a drug to a patient, perform a swarm algorithm, or safely and autonomously drive humans from …",https://ieeexplore.ieee.org/abstract/document/8051259/,"C Irvene, , S Litchfield… - Proceedings of the …, 2017 - ieeexplore.ieee.org",HoneyBot: A honeypot for robotic systems,2017
232,"In order to solve the problems that IDSs and firewalls cannot efficiently detect new SQL injection and too much time is wasted when the security personnel reads log files to analyze attacks, we proposed and implemented a high-interaction web honey pot system for SQL …",https://ieeexplore.ieee.org/abstract/document/6113637/,"J Ma, K Chai, Y Xiao, T Lan… - … Conference of Information …, 2011 - ieeexplore.ieee.org",High-Interaction honeypot System for SQL Injection Analysis,2011
238,"The paper firstly analyzes the limitation of traditional defense methods, including the firewall and the IDS. Then the paper discusses the traditional system in detail. Unfortunately, the traditional is a passive active defense mechanism in nature, and …",https://ieeexplore.ieee.org/abstract/document/6478572/,"L Shi, L Jiang, D Liu, X Han - 2012 8th International …, 2012 - ieeexplore.ieee.org",Mimicry honeypot : a brief introduction,2012
246,"The number of users of VoIP services is increasing every year. Consequently, VoIP systems get more attractive for attackers. This paper describes the implementation of a low interaction for monitoring illegal activities in VoIP environments. The  …",https://ieeexplore.ieee.org/abstract/document/7069104/,"IRJ da Silva Vargas… - IEEE Latin America …, 2015 - ieeexplore.ieee.org",Capture and analysis of malicious traffic in VoIP environments using a low interaction ,2015
250,Dynamic fuzzy rule interpolation (D-FRI) utilises a transformation-based knowledge interpolation mechanism to maintain a concurrent rule base according to the requirements of a given application problem. This feature makes it well-suited for network security …,https://ieeexplore.ieee.org/abstract/document/8622988/,"N Naik, C Shang, … - 2018 IEEE 20th …, 2018 - ieeexplore.ieee.org",Intelligent dynamic honeypot enabled by dynamic fuzzy rule interpolation,2018
251,"With increase in the awareness of security programming, the number of vulnerabilities for software on a machine have subsequently decreased. Exploiting these few vulnerabilities if present, require attackers to use their skills and efforts to exploit various services. Firewalls …",https://ieeexplore.ieee.org/abstract/document/7014753/,"R Shukla, M Singh - Proceedings of 3rd International …, 2014 - ieeexplore.ieee.org",PythonHoneyMonkey: Detecting malicious web URLs on client side honeypot systems,2014
256,In this paper the concept of external appliance as component of in wireless network is suggested as based on particular computing instance. Also paper suggests approach to implementation of complex Intrusion Detection System (IDS)-Router- …,https://ieeexplore.ieee.org/abstract/document/7452093/,"R Banakh, ,  - 2016 13th International …, 2016 - ieeexplore.ieee.org",External elements of honeypot for wireless network,2016
257,"The objective of context is to identify a probable privacy violator before he actually succeeds in capturing desired precious information. We believe that in the environment of robust implementation of privacy policy, privacy breaches can occur only through …",https://ieeexplore.ieee.org/abstract/document/4299373/,", RGS Damor, … - … Workshop on Digital …, 2007 - ieeexplore.ieee.org",Luring: A framework to induce a suspected user into Context ,2007
264,Honeypots are used as a security measure both to divert the attention of a potential attackers intentions and to reveal the attacker since the only reason someone would interact with honeypots is if they are looking for a vulnerable target. Honeypots emulate only a part of the …,https://ieeexplore.ieee.org/abstract/document/7973617/,"S Kuman, ,  - 2017 40th International …, 2017 - ieeexplore.ieee.org",An experiment in using IMUNES and Conpot to emulate honeypot control networks,2017
276,Honeypots have been largely used to capture and investigate malicious behavior through deliberately sacrificing their own resources in order to be attacked. Hybrid architectures consisting of frontends and backends are widely used in the research area …,https://ieeexplore.ieee.org/abstract/document/8004194/,"W Fan,  - 2017 IEEE Conference on Network …, 2017 - ieeexplore.ieee.org",A novel SDN based stealthy TCP connection handover mechanism for hybrid honeypot systems,2017
277,"Attacks on the internet keep on increasing and it causes harm to our security system. In order to minimize this threat, it is necessary to have a security system that has the ability to detect zero-day attacks and block them.“is the proactive defense technology, in …",https://ieeexplore.ieee.org/abstract/document/7724682/,"JR Kondra, , … - 2016 3rd International …, 2016 - ieeexplore.ieee.org",-based intrusion detection system: A performance analysis,2016
278,Our contribution through this paper is to provide a novel approach for securing hosts inside the home network using predictive attack detection and honeypots. We have given a unique method to secure hosts inside the home network. After securing these hosts we redirect …,https://ieeexplore.ieee.org/abstract/document/6544422/,", S Tapaswi - 2013 9th International Conference on …, 2013 - ieeexplore.ieee.org",A software router based predictive honeypot roaming scheme for network security and attack analysis,2013
288,"The scale-free networks perform obvious frangibility under intentional attack. In order to study the invulnerability of scale-free networks under intentional attack, we bring forwards to applying"" "" which is a new technology of Internet security to scale-free networks …",https://ieeexplore.ieee.org/abstract/document/4681109/,"N Zhao, X Zhang - 2008 4th International Conference on …, 2008 - ieeexplore.ieee.org","The Model of the Invulnerability of Scale-Free Networks Based on"" honeypot """,2008
290,"With the growing sophistication of computer worms, information security has become a prime concern for individuals, community and organizations. Traditional signature based IDS, though effective for known attacks but failed to handle the unknown attack promptly …",https://ieeexplore.ieee.org/abstract/document/6514213/,",  - 2013 3rd IEEE International Advance …, 2013 - ieeexplore.ieee.org",based signature generation for defense against polymorphic worm attacks in networks,2013
292,"Computer system security is one of the most popular and the fastest evolving Information Technology (IT) areas. Protection of information access, availability and data integrity represents the basic security characteristics desired on information sources. Any disruption …",https://ieeexplore.ieee.org/abstract/document/6480993/,"L Vokorokos, P Fanfara… - 2013 IEEE 11th …, 2013 - ieeexplore.ieee.org",Sophisticated honeypot mechanism-the autonomous hybrid solution for enhancing computer system security,2013
300,"This article observes the possibility of protection network resources from malicious attacks using traps that simulate SSH service. There are overviewed main types of attacks, analyzed existing software solutions, its basic working principles and opportunities for further …",https://ieeexplore.ieee.org/abstract/document/7910572/,"AA Egupov, SV Zareshin, IM Yadikin… - 2017 IEEE Conference …, 2017 - ieeexplore.ieee.org",Development and implementation of a honeypot -trap,2017
305,The network technology is a new type of proactive defense technique in the network information security. This paper introduces the idea of in the network to the field of management and explores the concepts and functions of management  …,https://ieeexplore.ieee.org/abstract/document/5591984/,"L Hong-Xia, W Pu, Z Jian… - … Conference on E …, 2010 - ieeexplore.ieee.org",Exploration on the connotation of management ,2010
312,"Honeypots are servers or systems built to mimic critical parts of a network, distracting attackers while logging their information to develop attack profiles. This paper discusses the design and implementation of a disguised as a REpresentational State Transfer …",https://ieeexplore.ieee.org/abstract/document/8284180/,"G Leaden, M Zimmermann, C DeCusatis… - 2017 IEEE MIT …, 2017 - ieeexplore.ieee.org",An API honeypot for DDoS and XSS analysis,2017
318,Honeypots have been studied in the network domain for detection and information collection against external threats in the past few years. They lure a potential attacker by simulating resources having vulnerabilities and observing the behavior of a potential attacker to identify …,https://ieeexplore.ieee.org/abstract/document/4580013/,", , R Damor, … - … on Emerging Trends …, 2008 - ieeexplore.ieee.org",Context honeypot : A framework for anticipatory privacy violation,2008
325,"The security of computer systems and networks is severely threatened today by the combination of novel attack patterns and high traffic volumes. Together, this often exceeds the capabilities of purely software-based network security systems. As an alternative …",https://ieeexplore.ieee.org/abstract/document/6902760/,"S Mühlbach, A Koch - IEEE Journal on Selected Areas in …, 2014 - ieeexplore.ieee.org",A reconfigurable platform and programming tools for high-level network applications demonstrated as a hardware ,2014
328,"Honeypots are decoys designed to trap, delay, and gather information about attackers. All the previous work in the field was related mainly to intrusion detection system, but in this research work, the highlight is more focused on the novel approach of creation of a …",https://ieeexplore.ieee.org/abstract/document/5437712/,",  - 2010 Second International Conference …, 2010 - ieeexplore.ieee.org",Hybrid framework for behavioral prediction of network attack using honeypot and dynamic rule creation with different context for dynamic blacklisting,2010
329,Dynamic Fuzzy Rule Interpolation (D-FRI) offers a dynamic rule base for fuzzy systems which is especially useful for systems with changing requirements and limited prior knowledge. This suggests a possible application of D-FRI in the area of network security due …,https://ieeexplore.ieee.org/abstract/document/8628775/,"N Naik, C Shang, … - 2018 IEEE Symposium …, 2018 - ieeexplore.ieee.org",Vigilant dynamic honeypot assisted by dynamic fuzzy rule interpolation,2018
331,"The data processing capabilities of MapReduce systems pioneered with the on-demand scalability of cloud computing have enabled the Big Data revolution. However, the data controllers/owners worried about the privacy and accountability impact of storing their data …",https://ieeexplore.ieee.org/abstract/document/7165951/,", … - … on Intelligence and …, 2015 - ieeexplore.ieee.org",based unauthorized data access detection in MapReduce systems,2015
332,"In Industrial Control System (ICS) networks, it is generally difficult to discover security threats from logs recorded in ICS devices, such as packets originated from malware-infected devices and evidence of the devices remotely controlled by attackers. This is due to the fact …",https://ieeexplore.ieee.org/abstract/document/8105603/,"S Abe, Y Tanaka, Y Uchida… - 2017 56th Annual …, 2017 - ieeexplore.ieee.org",Tracking attack sources based on traceback honeypot for ICS network,2017
334,"Cybersecurity is becoming increasingly challenging due to escalating security attacks on networks. A system is an effective entrapment mechanism for collecting information about these attacks and attackers. Nonetheless, one of the biggest risks to the …",https://ieeexplore.ieee.org/abstract/document/8544408/,"N Naik,  - 2018 IEEE International Systems …, 2018 - ieeexplore.ieee.org",Discovering hackers by stealth: Predicting fingerprinting attacks on honeypot systems,2018
339,"This paper aims to find interested association rules, known as data mining technique, out of the dataset of downloading logs by focusing on the coordinated activity among downloading servers. The result of the analysis shows the association rules of the downloading servers …",https://ieeexplore.ieee.org/abstract/document/5636261/,"M Ohrui, , M Terada - 2010 13th International …, 2010 - ieeexplore.ieee.org",Mining association rules consisting of download servers from distributed honeypot observation,2010
341,"Today's Internet technology is not free from problems. Unfortunately, it is used by people who have no right to steal important data. The National ICT Training and Research Center (PUSTIKNAS) Ministry of Communication and Information Technology the Republic of …",https://ieeexplore.ieee.org/abstract/document/7935647/,"H Wafi, , … - … Young Engineers Forum …, 2017 - ieeexplore.ieee.org",Implementation of a modern security systems honeypot Honey Network on wireless networks,2017
342,Proliferation and mobility trends on digital devices has seen a significant realization of Bring Your Own Device (BYOD) which is a phenomenon that allows employees in an organizational enterprise network to access computing resources through their personal …,https://ieeexplore.ieee.org/abstract/document/7530590/,", … - 2016 IST-Africa Week …, 2016 - ieeexplore.ieee.org",A generic Digital Forensic Readiness model for BYOD using honeypot technology,2016
353,Shareware programs are susceptible to piracy. Various reverse engineering methods used to circumvent software-based protection employed by existing shareware programs were analysed in this paper to provide insight into their weaknesses. These weaknesses include …,https://ieeexplore.ieee.org/abstract/document/5276444/,"CHN Jap, P Blanchfield, KSD Su - … International Conference on …, 2006 - ieeexplore.ieee.org",The use of honeypot approach in software-based application protection for shareware programs,2006
354,"With the rapid spread of the Internet, information technologies (ITs) and inadequate basic security of computer systems, it is only a matter of time when the computer systems will be attacked after revealing its existing vulnerabilities and programme weak points. At present …",https://ieeexplore.ieee.org/abstract/document/6674409/,"P Fanfara, M Dufala… - 2013 IEEE 11th …, 2013 - ieeexplore.ieee.org",Usage of proposed autonomous hybrid honeypot for distributed heterogeneous computer systems in education process,2013
356,"The proliferation of cyberattacks, their increase in complexity and therefore their resolution, has resulted in significant concern within the cybersecurity industry. A is a popular concealed tool used to entice attackers to disclose information about themselves. It is an …",https://ieeexplore.ieee.org/abstract/document/8628658/,"N Naik, ,  - 2018 IEEE Symposium Series on …, 2018 - ieeexplore.ieee.org",Threat-aware honeypot for discovering and predicting fingerprinting attacks using principal components analysis,2018
368,This paper proposes software based malware capturing and detection method. Which implements an efficient malware capturing and detection method in environment. It includes collecting the logs from the network using system. It create incident table …,https://ieeexplore.ieee.org/abstract/document/8245158/,"PD Ali,  - 2017 Innovations in Power and Advanced …, 2017 - ieeexplore.ieee.org",Malware capturing and detection in dionaea ,2017
371,"This paper starts with the presentation of results from an IPv6-darknet experiment that we conducted during summer 2012. The experiment indicates that attackers are gaining interest in IPv6 networks and appropriate security tools need to be readied. Therefore, we propose …",https://ieeexplore.ieee.org/abstract/document/7223158/,"S Schindler, B Schnor, S Kiertscher… - … on Security and …, 2013 - ieeexplore.ieee.org",HoneydV6: A low-interaction IPv6 ,2013
373,"With network getting progressed, it is very crucial for us to guard the information that we have. One of these methods is the which is also a very powerful component for security analysts to collect malicious data for a long time. We need to let attackers intrude …",https://ieeexplore.ieee.org/abstract/document/7389693/,"CY Wang, YL Jhao, CS Wang, SJ Chen… - 2015 International …, 2015 - ieeexplore.ieee.org",The bilateral communication-based dynamic extensible ,2015
374,"This article proposes and evaluates the deployment of an automated virtual . Given that an unskilled attacker uses predefined exploit code, honeypots can be built to identify hackers and prevent them from attacking the production network. Building the virtual …",https://ieeexplore.ieee.org/abstract/document/5541608/,"CO VǢrlan, … - 9th RoEduNet IEEE …, 2010 - ieeexplore.ieee.org",A practical analysis of virtual honeypot mechanisms,2010
381,"The number of attacks on IT systems has increased extremely during the last few years. Among the multitude of attack vectors, particularly sophisticated attacks have increased dramatically, which now also increasingly affect small-and medium-sized companies. In …",https://ieeexplore.ieee.org/abstract/document/6682752/,", , G Dreo - 2013 IEEE Conference on …, 2013 - ieeexplore.ieee.org",Attracting sophisticated attacks to secure systems: A new honeypot architecture,2013
385,"Security issues and challenges constitute, undoubtedly, one of the major risks of using cloud computing services. There are approaches that address security requirements, nevertheless there are no guarantees that security breaches are not going to occur in this complex …",https://ieeexplore.ieee.org/abstract/document/7431486/,",  - 2015 IEEE/ACM 8th International …, 2015 - ieeexplore.ieee.org",CloudHoneyCY-An Integrated honeypot Framework for Cloud Infrastructures,2015
386,"A botnet is group of compromised computers that are controlled by a botmaster, who uses them to perform illegal activities. Centralized and P2P (Peer-to-Peer) botnets are the most commonly used botnet types. Honeypots have been used in many systems as computer …",https://ieeexplore.ieee.org/abstract/document/7275017/,"MM Al-Hakbani,  - 2015 IEEE International …, 2015 - ieeexplore.ieee.org",Avoiding honeypot detection in peer-to-peer botnets,2015
388,"Nowadays the security issues of Campus Network become more sharp and urgent, in order to improve the initiative of Campus Network security protection and the validity and pertinency of attacking information collection, this paper presents a new proactive security …",https://ieeexplore.ieee.org/abstract/document/6273260/,"J Zhai, K Wang - Proceedings of 2012 International …, 2012 - ieeexplore.ieee.org",Research on applications of honeypot in Campus Network security,2012
393,"… A. Honeypots  in security community refers to a computer system that is used as a trapto draw the attention of attackers to attack this computer system. All Honeypots have a uniqueconcept … For example, you may put a  web server in the DMZ of your network … ",https://ieeexplore.ieee.org/abstract/document/5563555/,"HR Zeidanloo, MJZ Shooshtari… - 2010 3rd …, 2010 - ieeexplore.ieee.org",A taxonomy of botnet detection techniques,2010
394,"Attack propagation models within systems aim at providing insights about attack strategies that target multiple honeypots, rather than analyzing attacks on each separately. Traditional attack propagation models focus on building a single probabilistic …",https://ieeexplore.ieee.org/abstract/document/7840716/,"A Bar, , … - 2016 IEEE International …, 2016 - ieeexplore.ieee.org",Scalable attack propagation model and algorithms for honeypot systems,2016
398,"This paper discusses the usage of Deception as a strategy in network security and development of Java based that is named as “Maya”. For network deception, intruders are deliberately provided with hosts having one or more vulnerabilities.  …",https://ieeexplore.ieee.org/abstract/document/7508125/," - 2016 6th International Conference-Cloud System …, 2016 - ieeexplore.ieee.org",Detection and analysis of network & application layer attacks using Maya ,2016
400,"Throughout much of the Cyber Grand Challenge (CGC) Final Event (CFE), one team deliberately included a in the form of a simple buffer overflow within most of their “patched” services. This vulnerability could not be reached while executing on the CGC …",https://ieeexplore.ieee.org/abstract/document/8328967/,"MF Thompson - IEEE Security & Privacy, 2018 - ieeexplore.ieee.org",Effects of a honeypot on the cyber grand challenge final event,2018
401,"Securing communication is a comprehensive challenge due to the increasing of threats and attacks to network security. By knowing the various of threats and attacks, we can collect broad data from the network, by using . Implemented uses low …",https://ieeexplore.ieee.org/abstract/document/7892469/,"I Sembiring - 2016 3rd International Conference on Information …, 2016 - ieeexplore.ieee.org",Implementation of honeypot to detect and prevent distributed denial of service attack,2016
406,"Wireless sensor networks (WSN) are entering the daily life of many. Like wireless LAN before, these are a new playground for developers, but also offer new ways for misuse of this technology. For the improvement of security and to get more valuable data about new …",https://ieeexplore.ieee.org/abstract/document/6974871/,"J Markert, M Massoth - 2014 25th international workshop on …, 2014 - ieeexplore.ieee.org",effectiveness in different categories of attacks on wireless sensor networks,2014
407,This paper proposes an implementation of that detects and reports telnet attacks on Internet-of-Things (IoT) devices. The operates with manual and Mirai-based attacks. A multi-component design is implemented in order to attain sufficient exposure to …,https://ieeexplore.ieee.org/abstract/document/8249458/,",  - 2017 25th Telecommunication Forum …, 2017 - ieeexplore.ieee.org",IoT honeypot : A multi-component solution for handling manual and Mirai-based attacks,2017
411,"The goal of this research is to increase security through data analysis with Artificial Neural Network (ANN). Thus, first we present an approach to detection presence of computer malcode in the based on ANN while using the computer's behavioral …",https://ieeexplore.ieee.org/abstract/document/5484823/,"M Daliran, … - … on Networked Computing, 2010 - ieeexplore.ieee.org",Using data analysis by deploying artificial neural networks to increase honeypot security,2010
412,"In order to effectively detect the scan attack on high-speed links, this paper improves the commonly used scan detection algorithm TRW (Threshold Random Walk) based on , and makes a detailed analysis on its performance. The analysis shows that the …",https://ieeexplore.ieee.org/abstract/document/5657900/,"X Wang, F Liu, , Z Lei - 2010 2nd IEEE …, 2010 - ieeexplore.ieee.org",Research for scan detection algorithm of high-speed links based on ,2010
